ip_location,reposts_count,comments_count,attitudes_count,source,content,NLP,ip_location_new
发布于 江苏,0,0,0,荣耀Magic3 Pro 5G,#小飞侠[超话]#实在不好意思借楼小飞侠们的底盘，希望大家能帮忙动员起来：日本排放核污水后续就是大面积收购我国的中药材，湖北辽宁等多地出现收购中药材狂潮，而且小日本只要带根的中药材，不带根的不要，且收购的中药材都与抗癌方面的有关，你们说他们想干嘛。。。希望看到这条信息的朋友都能去微信搜12399国家安全部平台举报，请国家重视起来保护我们的中药材，不然再过一两年中药就真的要在中国绝种了,2,发布于 江苏
发布于 广东,0,0,0,Xiaomi 13 Ultra,[赞]该//@霓虹饭:基本不用辟谣，他要是没事日本恨不得24小时直播他活蹦乱跳的样子来证明核污水安全，现在藏着掖着不是已经病死就是下不了床[笑cry]//@摸鱼看八卦:如果没有本人出来辟谣，我就认为这新闻是真的。,0,发布于 广东
发布于 浙江,0,0,0,iPhone客户端,#东电承认超6成储存核污水放射物超标#！！！,2,发布于 浙江
发布于 河南,0,0,0,微博视频号,排放核污水，日本人疯了，极度不负责任，必将自食其果。曾经历史的罪人，日本将再次成为历史罪人，8月24日将成为海洋劫难日，这一劫将持续30年！韩国民众已抢盐囤盐，这说明韩国人也怕啊！然而就因为韩日关系暧昧，韩国就迁就坏人做坏事，其结果必然会引火烧身，最终也害了自己！飞蛾扑火，引狼入室，自酿苦果，自食其果！在亚洲，韩日同为美国的走狗，自身遭殃也是敢怒不敢言，也是有苦说不出。TMD，造孽呀[发怒]自作孽不可活，早晚有一天那些无耻的走狗，必将受到无情的抛弃和正义的审判，世界可以没日本不可以没海洋。 http://t.cn/A6OACcRo,0,发布于 河南
发布于 广东,0,0,0,iPhone客户端,#谁在炒作只有中国反对日本排放核污水#一代人有一代人的抗日使命,0,发布于 广东
发布于 河南,0,0,0,真我V15 国潮当道,#气象科普# 【雨天驾车出行安全指南】戳图↓↓↓get起来吧（河北天气出品） #核污水排海韩国已出现连锁反应#,1,发布于 河南
发布于 辽宁,0,0,0,荣耀Magic3 5G,#东电承认超6成储存核污水放射物超标#我看是都超标吧，装都不装了，全给我都死刑吧[开学季],0,发布于 辽宁
发布于 上海,1,0,1,荣耀X30 5G,应该是美国默许排放。前段时间新闻抗癌药有突破，将来癌能治愈。让日本排之后亚洲沿海国家癌症率上来大药厂就有赚了。韩国反对党说的对，这是在发动没硝烟的核战争。//@華朱咖古啡力夫:蒸汽排放不超过400亿，而外务省情愿在核污水排海后用800亿预算花在舆情应对上。,0,发布于 上海
发布于 湖北,0,0,0,Android,#中国掌握可控核聚变高约束先进控制技术#能处理核污水吗,0,发布于 湖北
发布于 天津,8,10,28,iPhone 12 mini,在日本把核污水排海的影响不仅止于海产品，母婴产品、化妆品护肤品这些生活必须品，什么安全，什么危险，总要弄弄明白，有个购买原则，务实地等待解决问题的转机……总不能给小孩留一个破破烂烂的世界吧。,0,发布于 天津
发布于 广西,0,0,0,荣耀V30 PRO 5G,核污水入海，中国会发生的5个变化http://t.cn/A6O2VnAn,1,发布于 广西
发布于 广东,3,0,0,iPhone客户端,//@Real锡英俊:[吃瓜]//@拍帮主:麻蛋，这个也太准了[费解]//@林步里:主张核污水问题不大的账号，与主张新冠mild的高度重合[doge]。他们要开始表演：核污水是大号的生活污水，可以共存。,1,发布于 广东
发布于 四川,0,2,21,荣耀80 SE,#日本核污水排海中国怎么办#人不能太冷漠！因为我们只有一个地球！,0,发布于 四川
发布于 甘肃,0,1,0,微博社区管理中心,#微博辟谣# 核污水对健康没影响？造TMD谣呢 .,0,发布于 甘肃
发布于 浙江,0,0,0,OPPO Reno7 新年版 5G,要求日本停止核污水排海！！？,2,发布于 浙江
发布于 浙江,0,0,1,小米8周年旗舰手机,把福岛核污水加工成纯净水或饮料提供给支持排海的国家或地区[怒],2,发布于 浙江
发布于 贵州,0,0,10,nova7SE 5G你在焦点在,#日本核污染水下午排入海洋##日本核污染水排海4000天后海洋啥样# 就连我弟一个刚上初中的小孩儿都知道，日本这一举动，多年以后会引起战争。他说，“把污水倒进海里，会污染海洋，鱼就算存活，也会有“病”；就算人不吃鱼，有的养猪商，会收一些剩菜剩饭给猪吃，里面很难避免有鱼肉，然而，对于很多肉食主义者，会吃猪肉，那对人体还是有伤害；世界淡水本来就少，这样一来淡水就更少了，（网络上有人说，日本提前存了几百年的地下淡水)，淡水少了，会因此引起战争，为了水源，国与国之间会因为抢夺淡水而爆发战争……”,0,发布于 贵州
发布于 陕西,0,0,0,iPhone 8 Plus,"#西方民众就核污染水事件基本不知情# 这几天大概了解了一些关于西方国家为什么不担心日本核污水排海的事，一方面除了我先前说过的，再有就是西方国家很多民众不知道此事，他们的媒体没有报道，甚至封锁了消息，法国媒体有报道，但说是核污染已经处理好了…哎…总之，我不相信日本…如果核污染水是安全的，就没有必要排海，如果不安全，就更不应该排海…覆水难收啊！
可能是我大脑记忆出现混乱，我总记得好像日本核污染水排海以后给人类带来了巨大的灾难…",0,发布于 陕西
发布于 内蒙古,6,20,333,微博网页版,起猛了！看见活盐王了 ★盐  ★核污水 ★娱你安利 http://t.cn/A6OyWYRF,1,发布于 内蒙古
发布于 北京,0,1,1,iPhone 13 Pro,#日本福岛附近海域4.8级地震#咱们其实没必要渲染一种日本核污水排海搞的天怒人怨苍天有眼的氛围。在日本5级以下的地震都没有必要上新闻。,0,发布于 北京
发布于 贵州,0,0,0,荣耀30青春版 5G,#东电承认超6成储存核污水放射物超标# 说明事情更严重,0,发布于 贵州
发布于 江苏,0,0,0,荣耀Magic3 Pro 5G,#日本核污染水排海民众忍无可忍#不是有雇佣兵嘛，可以安排不[微笑]都出点钱，还灭不了那些号召排核污水的玩意？,0,发布于 江苏
发布于 山东,0,0,0,华为畅享 60,地球人联合起来，#制裁日本政府#！#日本核污水排海#、俄乌战争、夏威夷大火、全球经济危机等等乱象都是以美国为代表的资本主义私有制造成的，这种制度使财富、权力、自由向少数人少数组织手中集中，而多数人无钱无权无自由，只能做高级奴隶。革命就是革现存的私有制度的命，以创造出新的公有制生产方式。这个新公有制度，不是苏联斯大林的政府所有制，而是马克思的自由人联合体所有制。,0,发布于 山东
发布于 江苏,0,0,1,微博搜索,#浙江查获日本核辐射地区进口食品# 可以送给那些支持日本排放核污水的人吃啊,2,发布于 江苏
发布于 山西,0,0,0,荣耀70 5G,#核污水排海后日本人在海里游泳#好！建议日本人每人都下去游一圈！,1,发布于 山西
发布于 江苏,0,0,0,OPPO Reno9 Pro 5G,#东电承认超6成储存核污水放射物超标#jixu,1,发布于 江苏
发布于 海南,0,0,1,带刺的玫瑰,#核污水排海最严重影响是致畸#有病吧！日本人，不怕遭雷劈呐[汗][汗][汗],0,发布于 海南
发布于 浙江,0,0,0,iPhone 13 Pro,#东电承认超6成储存核污水放射物超标# 所以这事到底该怎么处理,0,发布于 浙江
发布于 江苏,0,0,0,荣耀50 5G,臭不要脸，你TM愿意花七百亿公关，不愿意拿这钱去治理核污水是吧，耍老赖！[吐][吐][吐][吐]真恶心啊,0,发布于 江苏
发布于 湖北,3,1,69,微博视频号,26日海外博主街头采访：外国友人如何看待核污水排海的，居然没有新闻？太诧异了😱？现在知道日本700亿用在哪了。#日本国内超市停买水产品让日企心态崩了##美国年轻人对日本排核污染水态度##日本核污水事件的科学真相# http://t.cn/A6OywCjA,1,发布于 湖北
发布于 河南,0,0,0,小米6X 拍人更美,#日本向学生宣传核污水安全被骂#赶紧毁灭吧,0,发布于 河南
发布于 四川,0,0,0,iPhone客户端,//@AC娘视听月刊: //@卷毛_不一样的肥宅在召唤我吗:生气气//@Kizuna刺猬:怒转[毛球]#全面暂停进口原产地为日本水产品# #日本核污染水排海正式开始# #研究称日本核污水排海240天到达中国#,1,发布于 四川
发布于 江西,0,0,3,小库洛的Android,#宁艺卓得知日本排放核污水暴打吉赛尔为国报仇#额6,1,发布于 江西
发布于 北京,0,0,1,OPPO Find X3 Pro,这是一篇关于核污水的新闻比较全面，我的粉丝认真看看http://t.cn/A6O4QUDY#,2,发布于 北京
发布于 河北,0,0,2,微博搜索,"#东电承认超6成储存核污水放射物超标#
我们每天努力工作，认真生活，健康作息，锻炼身体，注意饮食，为了提高生活质量每天都在不断努力，东电子这是在搞什么，伤害的是整个人类啊",0,发布于 河北
发布于 广东,0,0,0,iPhone客户端,讲这些 先干八杯很难吗 http://t.cn/A6O2Nh0Y //@小嘛小二浪呦:前有台湾用爱发电，后有渊博用爱净化核污水，内核主旨：我能恨中国和骂中国人，你们中国人怎么配恨日本和日本人啊[嘻嘻]//@人类幻觉体殓师:我当是谁呢，推拿熊小号啊，那没事了。//@Jokielicious:你拿爱去堵日本子的污水排放口吗？,1,发布于 广东
发布于 安徽,0,0,2,nova8Pro我由我掌镜,"#日本核污染水排海民众忍无可忍#
 哟哟哟，还日本民众百分之五十以上支持排污水。再高的支持率也不能说明核污水无害，只能说明日本民众和他们的政府一样是不要脸皮的恶魔。日本人带上你们的好爹，全去死啊！",0,发布于 安徽
发布于 湖北,0,0,0,微博网页版,园田康博因为饮用核污水在2020年因为多发骨髓瘤全身腐烂而挂了。现在日本政府就不能把核污水埋藏到地下吗？,0,发布于 湖北
发布于 陕西,0,0,0,微博轻享版,拒绝核污水#福岛真相#   自私自利，坏到骨子里的民族，只会遗臭万年！,0,发布于 陕西
发布于 广东,14,82,217,微博视频号,【倒打一耙！#日方敦促中方采取措施平息民众情绪# 】#蛟龙军事# 8月28日，日本内阁官员松野博一敦促中方采取措施平息民众情绪采取妥善措施，呼吁国民冷静行动，保证居留中国的日本人以及日方使领馆的安全，做到万无一失。同时就处理水传播正确信息。 http://t.cn/A6OUKBJF,2,发布于 广东
发布于 四川,0,0,10,我的书房HarmonyOS设备,日本核污水排海引起大家密切关注，这几天无论是现实生活中，还是在网上，都是普通民众关心的话题。大家谈得很多，想得很远。原本以为是政治家考虑的问题，反而引起平民百姓的忧虑。是啊，这才开始。想起《追捕》结尾台词：哪有个完啦！,2,发布于 四川
发布于 山东,0,0,2,HUAWEI P50 Pro,"#核污水排海韩国已出现连锁反应#
往后已经不是不吃海鲜这么简单，
海水蒸发形成雨水，
然后雨水灌溉农田，
导致粮食也跟着污染，

水源污染导致粮食污染，
吃的、喝的通通被污染，
鸡，鸭，鹅饲料污染，

这样导致什么后果呢，
最容易导致的就是基因突变，细胞变异， 
说白了就是肿瘤，癌症，
对子孙后代的影响，
那就更不用提了 ​。
#日核污染水排海还能放心吃海鲜吗#",2,发布于 山东
发布于 福建,0,0,0,iPhone客户端,这边新冠还在疯狂变异 那边核污水已经排到家门口 毁灭吧世界[摊手],0,发布于 福建
发布于 浙江,0,0,0,荣耀90 Pro 写真相机,//@下一站咩帝:就以小日子排放核污水带来的后果为背景创作[嘻嘻]//@嗲咩咩的麻麻:开放末世题材！反正我们家已经经历风雨无数了，开放末世题材让我们yyls再做第一个吃螃蟹的人！,2,发布于 浙江
发布于 河南,0,0,0,iPhone客户端,#中方回应在华日本学校被砸石头和鸡蛋#不要转移日本排核污水到海的事情！日本核污水排海！日本核污水排海！,1,发布于 河南
